segment_id,lat,lon
4,40.7952281,-73.927002
4,40.7935386,-73.9281607
4,40.792239,-73.9281178
4,40.7917842,-73.9271736
4,40.7908744,-73.9280319
4,40.7913618,-73.9294481
4,40.7910369,-73.9306498
4,40.7899972,-73.9321089
4,40.7877227,-73.9340401
4,40.7853507,-73.935885
5,40.779729,-73.9396191
5,40.7804114,-73.9380741
5,40.7806389,-73.9372587
5,40.7808664,-73.9379454
5,40.7814838,-73.9381599
5,40.7809639,-73.9389324
5,40.7804764,-73.938760
6,40.7400307,-73.9621603
6,40.7400307,-73.9615917
6,40.7403233,-73.961463
6,40.7403558,-73.9616239
6,40.7404452,-73.9616346
6,40.7404371,-73.9612591
6,40.7405509,-73.9612377
6,40.7407298,-73.9618814
6,40.7410549,-73.9618385
6,40.7411362,-73.9615703
6,40.7411362,-73.961302
6,40.7415183,-73.9611411
6,40.7419166,-73.9612055
6,40.7420141,-73.9615703
6,40.7428107,-73.9610982
6,40.7427863,-73.9609909
6,40.7432659,-73.9607871
6,40.7435586,-73.9604437
6,40.7436398,-73.9599824
6,40.7436561,-73.9597571
6,40.7438349,-73.9597464
6,40.7440381,-73.9607012
6,40.7441438,-73.9606905
6,40.7439894,-73.9597785
6,40.7442414,-73.9597249
6,40.7443633,-73.9602077
6,40.7444446,-73.9601755
6,40.7442901,-73.9592743
6,40.7444852,-73.9589202
6,40.7445746,-73.9588988
6,40.744599,-73.959177
7,40.7445259,-73.9592314
7,40.7445746,-73.9594889
7,40.7447209,-73.9594245
7,40.7446559,-73.9589095
7,40.7449241,-73.9588237
7,40.7451274,-73.9597034
7,40.7452412,-73.9596498
7,40.7450379,-73.9586198
7,40.745168,-73.9586198
7,40.7453224,-73.959285
7,40.7454606,-73.9593816
7,40.7457776,-73.9591241
7,40.7457289,-73.9585447
7,40.7458833,-73.9585984
7,40.745989,-73.9591777
7,40.746688,-73.95877
7,40.7467042,-73.9586306
7,40.7470538,-73.9583302
7,40.7471107,-73.9584482
7,40.7477121,-73.9579546
7,40.7489476,-73.9570534
7,40.7481348,-73.95509
7,40.7479966,-73.9545965
7,40.7477528,-73.9533627
7,40.7478503,-73.9531267
7,40.748086,-73.953073
7,40.7484111,-73.9548647
7,40.7490614,-73.9563453
7,40.7496385,-73.9557767
7,40.7497523,-73.9560235
7,40.7498254,-73.9559698
7,40.7497279,-73.9556265
7,40.7500205,-73.9554012
7,40.7499229,-73.9551544
7,40.7496791,-73.9551866
7,40.7496872,-73.9549398
7,40.7501912,-73.9546931
7,40.7501586,-73.9545536
7,40.7503456,-73.954618
7,40.7507276,-73.9545
7,40.7509064,-73.9546502
7,40.7511015,-73.9544892
7,40.7513453,-73.9545
7,40.7520686,-73.9537382
7,40.7527757,-73.9530087
7,40.7537754,-73.9521825
7,40.7538242,-73.9520216
7,40.7551733,-73.950938
7,40.758229,-73.9484596
7,40.7602851,-73.9468074
7,40.7604151,-73.9470863
7,40.7605045,-73.9469898
7,40.7603745,-73.946743
7,40.7627799,-73.9448547
7,40.7627555,-73.9447582
7,40.7630318,-73.94449
7,40.7632268,-73.9445007
7,40.7635519,-73.9441037
7,40.7644539,-73.9435995
7,40.7647626,-73.9432669
7,40.7652746,-73.9429021
7,40.7654615,-73.9427197
7,40.7669647,-73.9413035
7,40.767501,-73.9404988
7,40.7677854,-73.9403057
7,40.7680292,-73.9398444
7,40.7681836,-73.9393508
7,40.7679805,-73.9389968
7,40.7683299,-73.938632
7,40.7686224,-73.9383531
7,40.7687524,-73.9381492
7,40.768598,-73.9378703
7,40.768663,-73.9377522
7,40.7687849,-73.9379561
7,40.768923,-73.9375591
7,40.7689068,-73.9370978
7,40.7689068,-73.9368296
7,40.7691424,-73.9367223
7,40.7695405,-73.9364004
7,40.7695974,-73.9363039
7,40.769508,-73.9357781
7,40.7696706,-73.9353061
7,40.7700687,-73.9349842
7,40.7703693,-73.934834
7,40.7705725,-73.9351988
7,40.77132,-73.934952
7,40.7712794,-73.9346945
7,40.7714012,-73.9345229
7,40.7715312,-73.9346516
7,40.7716125,-73.9348876
7,40.7717506,-73.9348233
7,40.7725225,-73.9374733
7,40.7732213,-73.9376879
7,40.7738387,-73.9378381
7,40.7745375,-73.9377522
7,40.7751793,-73.9375806
7,40.7762843,-73.9367652
7,40.7768936,-73.9364326
7,40.7772186,-73.9359927
7,40.7772186,-73.9358425
7,40.7778442,-73.9351559
7,40.7780635,-73.9346302
7,40.7781204,-73.9339542
7,40.7779986,-73.9330852
7,40.7779417,-73.9327955
7,40.7780392,-73.9326131
7,40.7778279,-73.9317977
7,40.7774705,-73.9310789
7,40.7771536,-73.9310467
7,40.7765605,-73.9306283
7,40.7762599,-73.9298236
7,40.7764143,-73.9288688
7,40.7766418,-73.9285362
7,40.7770155,-73.928268
7,40.7778117,-73.9269376
7,40.7784048,-73.9261436
7,40.7786891,-73.9246523
7,40.7804033,-73.9226246
7,40.7814351,-73.9213693
7,40.7827024,-73.9198136
7,40.7830436,-73.919481
7,40.7834823,-73.9189982
7,40.7839859,-73.9180863
7,40.7841159,-73.9176571
7,40.7842378,-73.9171314
7,40.7848795,-73.9170563
7,40.7861793,-73.9157581
7,40.7861712,-73.9155328
7,40.7863011,-73.9154363
7,40.786423,-73.9156079
7,40.7876415,-73.9144707
7,40.7885513,-73.9135373
7,40.7893798,-73.9125609
7,40.7892661,-73.9123785
7,40.7890143,-73.9126468
7,40.7891524,-73.9122605
7,40.7894042,-73.9119494
7,40.789526,-73.9120781
7,40.7897291,-73.9117348
7,40.789656,-73.9116061
7,40.7897535,-73.9112306
7,40.7897535,-73.9109838
7,40.7900784,-73.9108872
7,40.7906714,-73.9100075
7,40.7909394,-73.9098144
7,40.7903464,-73.9067674
7,40.7901921,-73.906424
7,40.7895098,-73.9025402
7,40.7895748,-73.9023793
7,40.7895017,-73.9020681
7,40.7894042,-73.9019608
7,40.7889737,-73.9001691
7,40.7886406,-73.8998795
7,40.7883076,-73.899622
7,40.786553,-73.8969612
7,40.7850907,-73.8958454
7,40.7827836,-73.898592
7,40.7826212,-73.9012957
7,40.7818738,-73.9023685
7,40.7802165,-73.902669
7,40.780119,-73.9022398
7,40.7814188,-73.9020252
7,40.7820362,-73.9008665
7,40.7821337,-73.8991928
7,40.7821337,-73.8987637
7,40.7832386,-73.8963604
7,40.7823287,-73.8949442
7,40.7818413,-73.8954592
7,40.7816138,-73.8950729
7,40.7823287,-73.894043
7,40.7806714,-73.8917255
7,40.7796315,-73.8925838
7,40.7796965,-73.8918543
7,40.7787541,-73.8912535
7,40.7774217,-73.8923693
7,40.7766093,-73.891468
7,40.7778117,-73.8902235
7,40.7759268,-73.8895369
7,40.7746269,-73.8897514
7,40.7739769,-73.8899231
7,40.7737169,-73.8891506
7,40.7742044,-73.8843441
7,40.7752443,-73.884902
7,40.7756018,-73.8844299
7,40.7800215,-73.8852024
7,40.7808339,-73.8787651
7,40.7819713,-73.8792372
7,40.7831736,-73.878336
7,40.7816463,-73.8752031
7,40.7861305,-73.8713408
7,40.7852857,-73.86971
7,40.783531,-73.8693666
7,40.7822637,-73.8704824
7,40.7822637,-73.8715553
7,40.7806714,-73.8726711
7,40.7722544,-73.8549471
7,40.7703043,-73.856535
7,40.7708569,-73.8578653
7,40.7703043,-73.8582516
7,40.7674767,-73.8525438
7,40.7650389,-73.8512135
7,40.7649089,-73.851943
7,40.7671841,-73.8531446
7,40.7688093,-73.8568783
7,40.7672166,-73.8583374
7,40.7669241,-73.8594532
7,40.7670866,-73.8622427
7,40.7668591,-73.8628864
7,40.7652665,-73.8615131
7,40.7626011,-73.8593245
7,40.7611058,-73.8571787
7,40.7605532,-73.8550758
7,40.7601632,-73.8530588
7,40.759513,-73.851943
7,40.7597081,-73.8498402
7,40.7602282,-73.8490248
7,40.762211,-73.8456345
7,40.7637713,-73.8431025
7,40.7647139,-73.8427591
7,40.7654615,-73.8406563
7,40.7651039,-73.8390255
7,40.7640638,-73.8379955
7,40.7625036,-73.8373089
7,40.7611058,-73.8371372
7,40.759513,-73.8381672
7,40.7579527,-73.8390255
7,40.7562948,-73.8394976
7,40.7553196,-73.8406134
7,40.7539542,-73.8404417
7,40.7543118,-73.8396692
7,40.7563923,-73.8383818
7,40.7582778,-73.837781
7,40.7601632,-73.8368368
7,40.761886,-73.8362789
7,40.7639988,-73.8369226
7,40.7655915,-73.8382959
7,40.7663391,-73.8398838
7,40.765949,-73.8424587
7,40.765494,-73.8443041
7,40.766144,-73.8459349
7,40.7669566,-73.847909
7,40.7697518,-73.8488102
7,40.7706293,-73.8485098
7,40.7713769,-73.8495827
7,40.7723844,-73.8497972
7,40.7734244,-73.8489389
7,40.7759918,-73.8492393
7,40.7780067,-73.8489819
7,40.7788191,-73.8496685
7,40.780314,-73.8497972
7,40.7822962,-73.849926
7,40.7820687,-73.8552475
7,40.7832711,-73.855505
7,40.7839534,-73.8582087
7,40.7847008,-73.8580799
7,40.7854482,-73.8591957
7,40.7870729,-73.8582087
7,40.7868779,-73.8568783
7,40.7876252,-73.8561916
7,40.7880476,-73.852844
8,40.703497,-74.0068245
8,40.7030253,-74.007597
8,40.7028301,-74.0076828
8,40.7019191,-74.0092492
8,40.7011871,-74.0087128
8,40.7015775,-74.0078115
8,40.7013335,-74.0075755
8,40.7008942,-74.0084767
8,40.700634,-74.0083265
8,40.7005201,-74.0086484
8,40.701854,-74.0096569
8,40.7014148,-74.0112877
8,40.700878,-74.0110517
8,40.700455,-74.0129185
8,40.7005038,-74.0136266
8,40.7009268,-74.0136051
8,40.7009593,-74.0139484
8,40.7005038,-74.0141201
8,40.7009268,-74.0152359
8,40.7017727,-74.0163088
8,40.7026999,-74.0171885
8,40.7034807,-74.017725
8,40.7041802,-74.017725
8,40.7041639,-74.018476
8,40.7045055,-74.018755
8,40.7045381,-74.0183473
8,40.7046682,-74.0189052
8,40.7057418,-74.0193558
8,40.7066364,-74.0192699
8,40.707157,-74.0190768
8,40.7070919,-74.0185189
8,40.7078564,-74.0181756
8,40.7080191,-74.0187764
8,40.7128336,-74.0177894
8,40.7128173,-74.0175962
8,40.7123782,-74.0176606
8,40.712248,-74.0166306
8,40.7134191,-74.0163946
8,40.713533,-74.0175319
8,40.7130775,-74.0175533
8,40.7130938,-74.0177894
8,40.7150781,-74.0174675
8,40.7187536,-74.0167379
8,40.7183796,-74.0131974
8,40.7197457,-74.0129399
8,40.719827,-74.0135193
8,40.7200222,-74.0134764
8,40.7203962,-74.0164161
8,40.720754,-74.0163302
8,40.7203637,-74.0130472
8,40.7208353,-74.0129828
8,40.7211768,-74.0157294
8,40.7215671,-74.0156651
8,40.7213069,-74.0131545
8,40.7214696,-74.0131545
8,40.7215346,-74.0136695
8,40.7217298,-74.0136266
8,40.7216159,-74.0125751
8,40.725844,-74.0117168
8,40.7263156,-74.0153217
8,40.726836,-74.0151286
8,40.7265433,-74.0116096
8,40.7281206,-74.0114379
8,40.7284458,-74.0146565
8,40.7307223,-74.0143776
8,40.7304459,-74.0112662
8,40.7328686,-74.0109658
8,40.7329824,-74.0141201
8,40.7333889,-74.0140772
8,40.7333889,-74.0110087
8,40.7339092,-74.0109444
8,40.7339905,-74.0121245
8,40.734397,-74.0120387
8,40.7343482,-74.0108371
8,40.7380065,-74.0104938
8,40.7380228,-74.0112233
8,40.738478,-74.0111804
8,40.7384943,-74.0104938
8,40.7391121,-74.0104294
8,40.7391771,-74.0116525
8,40.7396811,-74.0116096
8,40.7396974,-74.0125108
8,40.7402664,-74.0124035
8,40.7401851,-74.0115452
8,40.7407867,-74.0115237
8,40.7407054,-74.0096998
8,40.7411606,-74.0095067
8,40.7414857,-74.0123391
8,40.7418109,-74.012146
8,40.7415183,-74.0095925
8,40.7419084,-74.0095282
8,40.742006,-74.0092707
8,40.7428839,-74.009099
8,40.7429327,-74.0096569
8,40.7433066,-74.0096569
8,40.7434691,-74.0122104
8,40.7440219,-74.0121889
8,40.7436805,-74.0095282
8,40.7439894,-74.0094852
8,40.7439406,-74.0089488
8,40.7448673,-74.0087557
8,40.7449648,-74.0096784
8,40.7452574,-74.0096569
8,40.7455338,-74.0118885
8,40.7460215,-74.0118027
8,40.7457614,-74.0095496
8,40.7462816,-74.0094638
8,40.7465579,-74.0116739
8,40.7470294,-74.0115881
8,40.7468668,-74.009335
8,40.7473545,-74.0092707
8,40.7476146,-74.0115237
8,40.748086,-74.0114379
8,40.7478259,-74.0091419
8,40.7483786,-74.0091419
8,40.7486875,-74.0113091
8,40.7490126,-74.0112233
8,40.7489801,-74.0099788
8,40.7500042,-74.0096784
8,40.7501017,-74.0093136
8,40.7503131,-74.0091634
8,40.7510121,-74.0108156
8,40.7513534,-74.010644
8,40.7507357,-74.0090132
8,40.7518411,-74.0086055
8,40.7525075,-74.0101719
8,40.7530602,-74.0100002
8,40.7523937,-74.008348
8,40.7545069,-74.0076613
8,40.7556284,-74.006803
8,40.7559535,-74.0075541
8,40.7562136,-74.0074039
8,40.7558722,-74.0066099
8,40.7574489,-74.0054297
8,40.7577577,-74.005022
8,40.7580177,-74.0053654
8,40.7583265,-74.0051723
8,40.7592205,-74.0071249
8,40.7599356,-74.0065241
8,40.7591555,-74.00455
8,40.7610733,-74.0031767
8,40.7609758,-74.0028334
8,40.7615609,-74.0024471
8,40.7625198,-74.0047002
8,40.7627961,-74.0045071
8,40.7618372,-74.0022326
8,40.7626173,-74.0016961
8,40.7635925,-74.0038848
8,40.763885,-74.0037131
8,40.7629099,-74.0014601
8,40.7634462,-74.0010738
8,40.7642913,-74.0033054
8,40.7647139,-74.003005
8,40.7633812,-73.9998937
8,40.7636412,-73.9996362
8,40.7642101,-73.9992285
8,40.7643076,-73.9995074
8,40.7640963,-73.9996576
8,40.7652177,-74.0025115
8,40.7659003,-74.0019536
8,40.7646489,-73.9989066
8,40.7654452,-73.9984131
8,40.7669241,-74.0018249
8,40.7674117,-74.0013742
8,40.766079,-73.9979625
8,40.7668104,-73.9973831
8,40.7681917,-74.0006661
8,40.768533,-74.0004301
8,40.7671841,-73.9972115
8,40.7680617,-73.9965463
8,40.7694593,-73.9997864
8,40.7697843,-73.9995289
8,40.7688093,-73.9970827
8,40.769443,-73.9966106
8,40.7704343,-73.9990997
8,40.7708731,-73.9987993
8,40.7698656,-73.9963317
8,40.7716044,-73.9950013
8,40.7724981,-73.9970827
8,40.7728556,-73.9967823
8,40.7720269,-73.9947867
8,40.7723519,-73.9945507
8,40.7731319,-73.9963317
8,40.7733431,-73.99616
8,40.7725631,-73.9941859
8,40.7728394,-73.9940357
8,40.7730344,-73.9944649
8,40.7731644,-73.9943361
8,40.7734731,-73.9950013
8,40.7733269,-73.9951301
8,40.7738306,-73.9963102
8,40.7741556,-73.99616
8,40.7732294,-73.9940143
8,40.7749681,-73.9927268
8,40.7752768,-73.9923191
8,40.7755368,-73.9924264
8,40.7776655,-73.9910102
8,40.7776655,-73.9905596
8,40.779664,-73.9890146
8,40.7795665,-73.9916325
8,40.779794,-73.9915895
8,40.7799565,-73.9891005
8,40.7804277,-73.9888644
8,40.7816138,-73.9880276
8,40.7860981,-73.9850664
8,40.7885513,-73.9833498
8,40.7958129,-73.9782214
8,40.7988018,-73.9762044
8,40.8003774,-73.975024
9,40.703497,-74.0068245
9,40.7023746,-74.005537
9,40.7026023,-74.0052795
9,40.703741,-74.006567
9,40.7039687,-74.0062022
9,40.7038223,-74.0060091
9,40.7051237,-74.0040779
9,40.703985,-74.0028548
9,40.7042453,-74.0025973
9,40.7053351,-74.003799
9,40.7055954,-74.0033913
9,40.7045218,-74.0020823
9,40.7047007,-74.0018249
9,40.7054653,-74.0026832
9,40.7052863,-74.0020823
9,40.7048471,-74.0014386
9,40.7053677,-74.0005159
9,40.7062135,-74.0013742
9,40.7064087,-74.0009236
9,40.7068154,-74.0013528
9,40.7078564,-73.9993358
9,40.7086534,-73.9972973
9,40.7091089,-73.9943576
9,40.7099059,-73.9886498
9,40.7090113,-73.9883924
9,40.7098733,-73.9812255
9,40.7102149,-73.9812255
9,40.7105077,-73.9782643
9,40.7113372,-73.9768267
9,40.7128336,-73.9759254
9,40.7150293,-73.9750028
9,40.7180381,-73.9737797
9,40.7235999,-73.9722562
9,40.7256814,-73.9718485
9,40.7285922,-73.9713979
9,40.7294702,-73.9715266
9,40.7303483,-73.972342
9,40.7311451,-73.9733505
9,40.7322345,-73.9736938
9,40.7352913,-73.9744449
9,40.7349173,-73.9735007
9,40.7356978,-73.9745522
9,40.7364294,-73.974359
9,40.735714,-73.9727068
9,40.7358441,-73.972342
9,40.738982,-73.9725995
9,40.7427213,-73.9719558
9,40.7445421,-73.9706254
9,40.7462328,-73.9692307
9,40.7487038,-73.9673209
9,40.7533528,-73.9632654
9,40.755222,-73.961463
9,40.7583428,-73.9587379
9,40.7629099,-73.9537382
9,40.7647951,-73.9520431
9,40.769378,-73.9482236
9,40.7710681,-73.9467859
9,40.7720106,-73.9455628
9,40.7734894,-73.9439106
9,40.7752606,-73.9425373
9,40.7759106,-73.9422584
9,40.7762843,-73.941915
9,40.7771455,-73.9420652
9,40.7774542,-73.94243
9,40.7786729,-73.9429021
9,40.7790628,-73.9425373
9,40.779729,-73.942945
9,40.7793878,-73.943224
9,40.7806877,-73.943696
9,40.7820037,-73.9438248
9,40.7831736,-73.9433956
9,40.7840347,-73.9423013
9,40.7848958,-73.9405203
9,40.7854482,-73.939662
9,40.7866017,-73.9385676
9,40.7877227,-73.9377308
9,40.7891036,-73.93713
9,40.78873,-73.9362073
9,40.7889737,-73.9360785
9,40.7893311,-73.9370441
9,40.7910044,-73.9359069
9,40.7921253,-73.9343405
9,40.7931813,-73.9326668
9,40.7946595,-73.9301562
9,40.795618,-73.9294267
9,40.7970962,-73.9289975
9,40.7991754,-73.9289546
9,40.8011408,-73.9290833
9,40.8023753,-73.9295983
9,40.8041945,-73.930521
9,40.8057212,-73.9317012
9,40.8071018,-73.9329243
9,40.808661,-73.934083
9,40.809538,-73.9342761
9,40.8120553,-73.9340615
9,40.8140691,-73.9339542
9,40.8168948,-73.9338684
9,40.8183238,-73.9338899
9,40.8215552,-73.934083
9,40.8237149,-73.9342117
9,40.8282612,-73.9345551
9,40.8300959,-73.9348555
9,40.8332456,-73.935113
9,40.8350964,-73.9350057
9,40.8367036,-73.9343405
9,40.8380024,-73.9335251
